tweet_id,username,politician,date,text,likes,retweets,replies,views,length,hashtags,mentions,links,sentiment,sentiment_label
1902031771505479729,IreneMontero,Irene Montero,Tue Mar 18 16:18:07 +0000 2025,"Hungría prohíbe el orgullo LGTBI para, según ellos ""proteger a los menores"".

Criminalizar a las personas LGTBI, su visibilidad y derechos, es violencia, pero lo grave es que han sido las élites europeas las que han dado poder a esta extrema derecha.",2403,892,613,96491,250,0,0,0,-0.3818,negative
1901995144804450481,IreneMontero,Irene Montero,Tue Mar 18 13:52:34 +0000 2025,"Es intolerable que la policía, a las órdenes del PSOE, reprima a estudiantes antifascistas en lugar de actuar contra la fascista que provoca la intervención policial

Mi solidaridad y agradecimiento a las y los estudiantes por poner el cuerpo contra el fascismo: es por todas ✊🏽",3561,1661,1835,472755,278,0,0,0,0.0,neutral
1901922323327766566,IreneMontero,Irene Montero,Tue Mar 18 09:03:12 +0000 2025,"Israel ha roto el alto al fuego bombardeando masivamente Gaza. Su objetivo fue siempre el mismo: exterminar al pueblo palestino y apropiarse de sus tierras. La complicidad de Europa y EEUU con los genocidas, que Trump ha reforzado de forma macabra, no puede quedar en la impunidad",7716,3595,526,171402,280,0,0,0,0.3818,positive
1901642456501719040,IreneMontero,Irene Montero,Mon Mar 17 14:31:07 +0000 2025,"Mazón debe sentarse en el banquillo para aclarar si han manipulado pruebas para proteger su impunidad frente a una gestión homicida. 

Las víctimas, las familias y la ciudadanía merecen justicia.",1807,911,207,44313,195,0,0,0,0.0,neutral
1900974794067091792,IreneMontero,Irene Montero,Sat Mar 15 18:18:03 +0000 2025,"No te creas que el PP usa la justicia para proteger a las víctimas de las residencias durante la COVID-19. Utilizan la justicia para intentar asegurar su impunidad después de una gestión homicida. El PP es un peligro para la democracia y para nuestras vidas

Contigo, @ionebelarra",3304,1585,710,149183,280,0,1,0,-0.296,negative
1900561233394241795,IreneMontero,Irene Montero,Fri Mar 14 14:54:43 +0000 2025,"Regular el mercado de la vivienda funciona y quien diga lo contrario, miente. https://t.co/eX4vOkEA53",3116,1463,1114,449694,101,0,0,1,0.0,neutral
1900507123118731411,IreneMontero,Irene Montero,Fri Mar 14 11:19:42 +0000 2025,"Ayer PSOE y VOX votaron en contra de retribuir el permiso de 8 semanas para cuidar. Europa ya ha multado a España por ello. Sánchez prefiere pagar la multa que a las familias.

El Congreso ha aprobado nuestra iniciativa, ahora necesitamos un gobierno que lo haga realidad https://t.co/nKsU4VBHTy",2081,1322,128,58347,295,0,0,1,0.5859,positive
1900215565068730657,IreneMontero,Irene Montero,Thu Mar 13 16:01:09 +0000 2025,"Señores de la guerra, mujeres por la paz.

NO A LA GUERRA 

@ionebelarra 💜 https://t.co/vO4eMldnmC",5461,1812,1181,933817,98,0,1,1,0.3109,positive
1900141164088467874,IreneMontero,Irene Montero,Thu Mar 13 11:05:31 +0000 2025,Es sencillo: más tanques son menos hospitales. https://t.co/ENl2lwtnUz,3185,1635,1251,147215,70,0,0,1,0.0,neutral
1900128874035306635,IreneMontero,Irene Montero,Thu Mar 13 10:16:40 +0000 2025,La verdad importa y la gente tiene derecho a saber 👇🏼,2829,1660,153,58953,53,0,0,0,0.0,neutral
1899935399755079800,IreneMontero,Irene Montero,Wed Mar 12 21:27:53 +0000 2025,"Por decencia, los señores de la guerra deben dejar de negar lo evidente.

El rearme es un robo. El dinero que se van a gastar en armas saldrá de nuestra sanidad y nuestras pensiones.  

Pedro Sánchez, deja de mentir",1758,922,361,85095,215,0,0,0,0.0,neutral
1899785651601465732,IreneMontero,Irene Montero,Wed Mar 12 11:32:50 +0000 2025,"Nadie les votó para gastar en armas el dinero de hospitales, pensiones y servicios públicos.
Sánchez le está poniendo una alfombra roja a la derecha

Gracias @ionebelarra  por defender la paz. España necesita una izquierda fuerte para avanzar en derechos",2454,1214,528,84628,254,0,1,0,0.1027,positive
1899540359392251997,IreneMontero,Irene Montero,Tue Mar 11 19:18:08 +0000 2025,"Cuentas con todo nuestro apoyo antifascista, “enserio” @Elba_Celo",1077,410,201,38884,65,0,1,0,0.0,neutral
1899527339639538094,IreneMontero,Irene Montero,Tue Mar 11 18:26:23 +0000 2025,"Europa militariza las fronteras y quiere implementar deportaciones y encarcelamientos masivos de personas migrantes. 

Esta política criminal, patrocinada por Trump y Meloni, es posible en Europa porque los socialdemócratas lo apoyan. La gran coalición de guerra es un peligro",1158,742,374,50993,276,0,0,0,-0.5267,negative
