tweet_id,date,text,likes,retweets,replies,views,length,hashtags,mentions,links,author,period,query,sentiment,sentiment_label
1895567014292570239,Fri Feb 28 20:09:28 +0000 2025,"Con su política d dchas PXXE pone la alfombra roja a la ultradcha corruPPtaVoxmitiva, para q más pronto q tarde s hagan con el Gobierno d España
Luego Sánchez d PXXE echará la culpa a otro y dirá votadme q viene la ultradcha, cuando es el único culpable si gobierna la ultradcha",0,0,0,9,278,0,0,0,I316556015I,baseline_feb,política España,0.0,neutral
1895566131047645327,Fri Feb 28 20:05:58 +0000 2025,"#Efeméride || El mártir y héroe, José María España, nació en La Guaira, el 28 de febrero de 1761. Era un hombre culto, asiduo lector de filosofía y política, dominaba los idiomas inglés y francés. 

#28Feb https://t.co/2jVdcDNgzF",1,0,0,11,229,2,0,1,Lagochitaray2,baseline_feb,política España,0.0,neutral
1895565139736199428,Fri Feb 28 20:02:01 +0000 2025,"""España sigue sin un sistema de desclasificación sistemática con plazos definidos. Sin este mecanismo, el acceso a la información histórica y política queda seriamente limitado"".

Un análisis de Agenda Pública. https://t.co/0Ix9wzQ00w",0,1,0,362,234,0,0,1,a_publica,baseline_feb,política España,-0.802,negative
1895565089853620613,Fri Feb 28 20:01:49 +0000 2025,"@DavidSo78928482 @Nanisimo En política internacional también se aplica el “mientras vivas bajo mi techo harás lo que yo te diga”.

Podéis lloriquear por la realidad, o ir todos a una para hacer una España que vuelva a pintar en el mundo, y que desde luego pasa por dejar de lado las chorradas progres.",3,0,0,87,301,0,2,0,Miguel_escriche,baseline_feb,política España,0.0,neutral
1895564623988076610,Fri Feb 28 19:59:58 +0000 2025,"Ayer leí un hilo de la gestualidad que adoptó Macron para superar la de ""macho"" de Trump. ¿Por qué hay que caer en eso? Tendremos tanta chabacanería en política exterior como en política interior –que es ya absolutamente insoportable de ver, y no sólo en España, si no en general.",0,0,0,13,280,0,0,0,aquinohayplaya7,baseline_feb,política España,-0.5267,negative
1895564467355955366,Fri Feb 28 19:59:21 +0000 2025,"Tú sólo demuestras tu ignorancia en política exterior ,porque en la interior ya hemos visto a Mazón ,inútil si no eres capaz ni de cesarlo ,deberías callarte la boca y pensar que no volveréis a gobernar en Valencia ni en España como sigas así",1,0,0,31,242,0,0,0,javiestevez5,baseline_feb,política España,-0.5267,negative
1895562904839340295,Fri Feb 28 19:53:09 +0000 2025,Este señor no pierde la oportunidad de expresar su total sumisión a la Unión Eurocerda cada vez que tiene ocasión... La política exterior de España se basa en repetir lo que dice Bruselas y enviar tropas cuándo y dónde lo necesite la OTAN. Gracias por tanto régimen del 78,30,6,1,768,272,0,0,0,basque_comrade,baseline_feb,política España,-0.296,negative
1895560751563133157,Fri Feb 28 19:44:35 +0000 2025,"@TuiteroMartin @TuiteroMartin Mal, al PP le conviene ""pelea del humo"" para ocultar q no tienen política internacional ni aliados .Son meros vasallos de lo q les diga la Uropa de Bruselas
Por la parte del criminal del PSOHEZ lo mismo,aunq con el matiz de q así puede ocultar mejor lo putinejo q",0,0,0,28,293,0,2,0,TeverdeEl92997,baseline_feb,política España,-0.6808,negative
1895559511190225368,Fri Feb 28 19:39:39 +0000 2025,"Nuestro principal y diría que único problema en política exterior, Marruecos, no se significa en el conflicto ruso-ucraniano y cada día estrecha más las relaciones con potencias militares como Israel o EEUU. España, en sentido opuesto, apostando a la derrota. Negros augurios.",14,1,1,441,276,0,0,0,spqr_esp,baseline_feb,política España,-0.296,negative
1895559271074709883,Fri Feb 28 19:38:42 +0000 2025,"El espectro televisivo español es de goma. España va a vanal de televisión por gobernante socialista y lo que queda de los 'brujos visitadores de moncloa'. Pero Oughourlian sabe cuidar de su patrimonio. Esto no es política, son negocios.
✍ @cultrun
https://t.co/BVCWgl3z2c",0,0,0,20,272,0,1,1,fralbaro,baseline_feb,política España,0.25,positive
