tweet_id,username,politician,date,text,likes,retweets,replies,views,length,hashtags,mentions,links,sentiment,sentiment_label
1906803687030468622,NunezFeijoo,Alberto Nunez Feijoo,Mon Mar 31 20:20:00 +0000 2025,"Frente a quienes desprecian la educación privada, aquí se demuestra que el mérito, el esfuerzo y la excelencia no se regalan.

Defender la libertad de elegir dónde formarse es clave para una sociedad más preparada y menos manipulable.

Gracias @ucomillas - ICADE por ser un foro https://t.co/0O0Dw1r87Y",715,227,297,35295,302,0,1,1,-0.2023,negative
1906798369059541178,NunezFeijoo,Alberto Nunez Feijoo,Mon Mar 31 19:58:52 +0000 2025,El Gobierno ataca a la universidad privada porque tiene miedo a la libertad de opinión. https://t.co/Ou5FXfgeY0,1484,491,470,44400,111,0,0,1,0.0,neutral
1906675388056735807,NunezFeijoo,Alberto Nunez Feijoo,Mon Mar 31 11:50:11 +0000 2025,"Seguimos con preocupación las noticias que nos llegan de la mina de Cerredo.

Todo el cariño para las familias de los mineros fallecidos, y nuestros deseos de pronta recuperación para los heridos. Nuestro pensamiento está con ellos.",506,159,94,21213,232,0,0,0,0.0,neutral
1906646775126950022,NunezFeijoo,Alberto Nunez Feijoo,Mon Mar 31 09:56:29 +0000 2025,"La autonomía estratégica, la revolución tecnológica y la Defensa son algunos de los grandes desafíos a los que se enfrentará España en los próximos años.

Todos estos asuntos de calado se debatirán en la V edición del Foro 'Wake up, Spain!' celebrado en Casa América, en el que https://t.co/8bSahDfrg2",255,105,126,12269,301,0,0,1,0.0,neutral
1906644102147379369,NunezFeijoo,Alberto Nunez Feijoo,Mon Mar 31 09:45:52 +0000 2025,"Vergüenza es que las asociaciones de jueces le tengan que recordar todo esto a una vicepresidenta. 

No está en condiciones de ser la número dos de ningún gobierno europeo. https://t.co/kvTgLaPFBb",5779,1843,881,232486,196,0,0,1,-0.296,negative
1906321031863644422,NunezFeijoo,Alberto Nunez Feijoo,Sun Mar 30 12:22:06 +0000 2025,"Sánchez y el PSOE no tienen palabra, principios, mayoría o presupuestos.

No tienen nada.

#27InterparlamentariaPP https://t.co/Kha0zn164L",1351,572,826,60929,138,1,0,1,-0.5267,negative
1906314106564448747,NunezFeijoo,Alberto Nunez Feijoo,Sun Mar 30 11:54:35 +0000 2025,"Exigiremos al Gobierno que rebaje el IRPF y que se aplique esta misma campaña de la Renta.

Ya está bien.

#27InterparlamentariaPP #PolíticaQueSirve https://t.co/ih1CV8R2uG",972,414,485,87322,172,2,0,1,0.0,neutral
1906114332540448880,NunezFeijoo,Alberto Nunez Feijoo,Sat Mar 29 22:40:45 +0000 2025,"Lamentamos el fallecimiento de Antonio Benítez Manosalbas. 

Su legado en el mundo del flamenco y su pasión por Jerez quedarán siempre en el recuerdo.",154,42,62,19102,150,0,0,0,0.0,neutral
1906002706491228446,NunezFeijoo,Alberto Nunez Feijoo,Sat Mar 29 15:17:11 +0000 2025,"Gracias, Juanma, por la gran acogida en Sevilla.

Eres ejemplo de honestidad y buen gobierno. Has convertido esta tierra en un referente de crecimiento y futuro.",408,117,397,29959,161,0,0,0,0.0,neutral
1905983840591495252,NunezFeijoo,Alberto Nunez Feijoo,Sat Mar 29 14:02:13 +0000 2025,"Hoy comienza la #27InterparlamentariaPP.

Una oportunidad para hablar de España y poner en valor el trabajo parlamentario del @ppopular para hacer frente a los problemas de las personas.

#PolíticaQueSirve https://t.co/iI9eBRirwK",874,339,599,132284,229,2,1,1,0.0,neutral
1905619821447766055,NunezFeijoo,Alberto Nunez Feijoo,Fri Mar 28 13:55:44 +0000 2025,"No voy a compartir las imágenes de la agresión a un menor con discapacidad intelectual porque duele verlas. Pero no quiero ignorarlas. 

Ilustran un fracaso colectivo y nos convocan a todos: administraciones, colegios y familias. Eduquemos y vigilemos para que no vuelva a ocurrir",2001,490,524,73210,280,0,0,0,-0.6808,negative
1905585998890778920,NunezFeijoo,Alberto Nunez Feijoo,Fri Mar 28 11:41:20 +0000 2025,"Una chapuza.

La propuesta del PP no limitaba la exención a 2025 y liberaba de la declaración de la renta a quien solo percibe el SMI. Ahora les podrá salir a pagar.

Sumar coincidía, pero parece que prefieren el sillón y ceden a la voracidad fiscal del PSOE, que ha disparado la",953,430,323,62635,279,0,0,0,0.0516,positive
1905381427891273837,NunezFeijoo,Alberto Nunez Feijoo,Thu Mar 27 22:08:27 +0000 2025,"Claro que los gallegos tenemos sentido del humor 😉

Feliz cumpleaños, @marianorajoy https://t.co/ATopNVFtsG",1197,253,308,63402,107,0,1,1,0.2732,positive
1905337984930496993,NunezFeijoo,Alberto Nunez Feijoo,Thu Mar 27 19:15:49 +0000 2025,"Estoy aquí para darle a España el Gobierno que merece, que es totalmente distinto al que aún tiene.

No me rindo ante aquellos que quieren que caigamos en el desánimo. https://t.co/EOmIP12jcm",1500,485,1779,78912,191,0,0,1,-0.296,negative
1905326762747179192,NunezFeijoo,Alberto Nunez Feijoo,Thu Mar 27 18:31:14 +0000 2025,"Hoy hay un Gobierno que no está a la altura, pero en España también hay un pueblo al que siempre vale la pena servir. https://t.co/KEshQP66Re",729,299,463,23875,141,0,0,1,-0.296,negative
1904901813909750041,NunezFeijoo,Alberto Nunez Feijoo,Wed Mar 26 14:22:38 +0000 2025,"Señor Sánchez, el que necesita un kit de supervivencia es usted. https://t.co/WbPiXFppLn",1868,603,367,61475,88,0,0,1,0.0,neutral
1904853580986658983,NunezFeijoo,Alberto Nunez Feijoo,Wed Mar 26 11:10:58 +0000 2025,"O someterse a las Cortes o someterse a las urnas, son las dos únicas salidas dignas.

Por eso usted no escogerá ninguna. https://t.co/Dltailx9KN",2933,990,688,57969,144,0,0,1,-0.296,negative
