president_crisis_aggression,president_crisis_blame,president_crisis_hostility,president_crisis_n,opposition_crisis_aggression,opposition_crisis_blame,opposition_crisis_hostility,opposition_crisis_n,president_baseline_aggression,president_baseline_blame,president_baseline_hostility,president_baseline_n,opposition_baseline_aggression,opposition_baseline_blame,opposition_baseline_hostility,opposition_baseline_n
6.5,6.5,0.13,77,29.7,3.9,0.435,609,10.6,4.3,0.173,423,20.6,4.3,0.328,2317
